disposition,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasselim,pl_bmassj,pl_bmassjlim,pl_orbeccen,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,disposition_bool
FALSE POSITIVE,-0.2525709385500534,-1.2263830060511618,Transit,-0.6699950361379473,K2,-0.01963005801304098,-0.11675765888841823,-0.044277446462584816,0.04810988435734903,0.0,0.0,3.8619636444089584e-17,-3.899110305769455e-17,0.0,9.91267976639573,14.722769485521644,-14.51911243673933,-0.024985884112792303,9.913832153004037,14.786412115044067,-14.589478814450379,-0.024985884112792303,-1.1110057611921767e-16,0.0,4.138002579974902e-16,0.0,-2.4275501657824126e-16,1.7598967637923527e-16,0.0,1.0594150887155258e-16,0.0,0.0,0.0,2.3903268498912257e-16,-2.635949834372139e-16,0.0,-0.26942916036826076,1.9457890962415119,1.3233986120987988,-1.3301056040526984,0.0,2.125497403685486,4.679151568664514,-6.446042737318759,0.0,4.673458481808985e-16,0.0,0.0,0.0,0.0,-2.71697952500315e-16,0.0,0.0,-2.6078848825475194,2.9102396440555593,-2.233484014040123,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.0,-1.2772491544382225,0.0,0.7874981207226752,-0.14056318406331939,0.13625246329781482,-0.14785583083707288,-1.3230969475448429,-0.6616069094769271,0.6616069094769271,-0.9941096287220091,-0.79665840798554,0.79665840798554,-1.2790799088009333,0.3242047401158487,-0.3242047401158487,False
FALSE POSITIVE,-0.2525709385500534,-1.2263830060511618,Transit,-0.6699950361379473,K2,-0.01963005801304098,-0.11675764762498708,-0.044277674319998066,0.048110414468400954,0.0,0.0,3.8619636444089584e-17,-3.899110305769455e-17,0.0,3.39745838360303,1.3741359048009307,-1.470336492210361,-0.024985884112792303,3.4013023657770876,1.368992283145811,-1.479023028316664,-0.024985884112792303,-1.1110057611921767e-16,0.0,4.138002579974902e-16,0.0,-2.4275501657824126e-16,1.7598967637923527e-16,0.0,1.0594150887155258e-16,0.0,0.0,0.0,2.3903268498912257e-16,-2.635949834372139e-16,0.0,-0.26942916036826076,0.0,0.0,0.0,0.0,1.1440145354212934,1.474080320859834,-2.23114174092815,0.0,4.673458481808985e-16,0.0,0.0,0.0,0.0,-2.71697952500315e-16,0.0,0.0,0.0,-2.0666807295563754e-16,-1.6074404084089514e-16,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.0,-1.2772491544382225,0.0,0.7874981207226752,-0.14056318406331939,0.13625246329781482,-0.14785583083707288,-1.3230969475448429,-0.6616069094769271,0.6616069094769271,-0.9941096287220091,-0.79665840798554,0.79665840798554,-1.2790799088009333,0.3242047401158487,-0.3242047401158487,False
FALSE POSITIVE,-0.2525709385500534,-1.2263830060511618,Transit,-0.6699950361379473,K2,-0.01963005801304098,-0.11892038158980871,-0.04427758525897868,0.048110292135081285,0.0,0.0,3.8619636444089584e-17,-3.899110305769455e-17,0.0,5.514649633584331,5.486482658663819,-5.415315266137724,-0.024985884112792303,5.556857999577557,5.431146911151704,-5.363602520504431,-0.024985884112792303,-1.1110057611921767e-16,0.0,4.138002579974902e-16,0.0,-2.4275501657824126e-16,1.7598967637923527e-16,0.0,1.0594150887155258e-16,0.0,0.0,0.0,2.3903268498912257e-16,-2.635949834372139e-16,0.0,-0.26942916036826076,0.20492673221885835,-0.6512674534803892,0.6443511674855471,0.0,0.9026662891268199,0.01722975367588838,-0.08392802578576321,0.0,4.673458481808985e-16,0.0,0.0,0.0,0.0,-2.71697952500315e-16,0.0,0.0,-1.8718789831645155,-0.6191653280326952,0.5116464207861285,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.0,-1.2252224001661347,0.0,0.8087837240866426,0.49459370034862754,0.01887444212551728,-0.038397897069387746,0.10443903148464381,7.2979063478409305,-7.2979063478409305,-0.18078708558606366,-0.6593984642539183,0.6593984642539183,0.07011949461847679,-0.272188541439082,0.272188541439082,False
FALSE POSITIVE,-0.2525709385500534,-1.2263830060511618,Transit,-0.6699950361379473,K2,-0.01963005801304098,-0.1189203486129853,-5.1364984066275925e-18,-7.54540378787927e-18,0.0,0.0,3.8619636444089584e-17,-3.899110305769455e-17,0.0,0.0,0.0,0.0,-2.7807628207229312e-18,-6.364753977408919e-17,3.416589089090744e-17,3.3693356196980916e-17,-2.7807628207229312e-18,-1.1110057611921767e-16,0.0,4.138002579974902e-16,0.0,-2.4275501657824126e-16,1.7598967637923527e-16,0.0,1.0594150887155258e-16,0.0,0.0,0.0,2.3903268498912257e-16,-2.635949834372139e-16,0.0,-0.26942916036826076,0.35991033812563705,0.35294703822278384,-0.3026912157569737,0.0,-1.786335866593519e-16,0.0,0.0,0.0,4.673458481808985e-16,0.0,0.0,0.0,0.0,-2.71697952500315e-16,0.0,0.0,0.0,-2.0666807295563754e-16,-1.6074404084089514e-16,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.0,-1.2252224001661347,0.0,0.8087837240866426,0.49459370034862754,0.01887444212551728,-0.038397897069387746,0.10443903148464381,7.2979063478409305,-7.2979063478409305,-0.18078708558606366,-0.6593984642539183,0.6593984642539183,0.07011949461847679,-0.272188541439082,0.272188541439082,False
FALSE POSITIVE,-0.2525709385500534,-1.2263830060511618,Transit,-0.6699950361379473,K2,-0.01963005801304098,-0.1189200749741831,-0.044271778943168846,0.04809323343328218,0.0,0.0,3.8619636444089584e-17,-3.899110305769455e-17,0.0,0.12348292892180146,-0.09707263976285103,0.08814688056643777,-0.024985884112792303,0.12325260139648005,-0.09830720672783355,0.0893759416541466,-0.024985884112792303,-1.1110057611921767e-16,0.0,4.138002579974902e-16,0.0,-2.4275501657824126e-16,1.7598967637923527e-16,0.0,1.0594150887155258e-16,0.0,0.0,0.0,2.3903268498912257e-16,-2.635949834372139e-16,0.0,-0.26942916036826076,0.8849323209261198,0.0,0.0,0.0,-0.1753558776551628,-0.09931829169882729,0.07512484200256174,0.0,4.673458481808985e-16,0.0,0.0,0.0,1.9999712220874735,-2.71697952500315e-16,0.0,0.0,-1.4994422629947994,-2.0666807295563754e-16,-1.6074404084089514e-16,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.0,-1.2252224001661347,0.0,0.8087837240866426,0.49459370034862754,0.01887444212551728,-0.038397897069387746,0.10443903148464381,7.2979063478409305,-7.2979063478409305,-0.18078708558606366,-0.6593984642539183,0.6593984642539183,0.07011949461847679,-0.272188541439082,0.272188541439082,False
FALSE POSITIVE,-0.2525709385500534,-1.2263830060511618,Transit,-0.6699950361379473,K2,-0.01963005801304098,-0.11780019394046555,-0.044277621114713756,0.04811039747766211,0.0,0.0,3.8619636444089584e-17,-3.899110305769455e-17,0.0,7.253405732602791,15.822327441099956,-15.602897814191902,-0.024985884112792303,7.276716218035379,15.771176873348528,-15.560623687497321,-0.024985884112792303,-1.1110057611921767e-16,0.0,4.138002579974902e-16,0.0,-2.4275501657824126e-16,1.7598967637923527e-16,0.0,1.0594150887155258e-16,0.0,0.0,0.0,2.3903268498912257e-16,-2.635949834372139e-16,0.0,-0.26942916036826076,0.04273458650246206,0.13859897275128602,-0.1454315411297511,0.0,1.6428009110965391,8.933155224841636,-12.251472411592621,0.0,4.673458481808985e-16,0.0,0.0,0.0,0.0,-2.71697952500315e-16,0.0,0.0,-3.6719897973181315,10.207321653858278,-7.909070145115495,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.0,-1.2913874700702364,0.0,0.9340092337659343,-0.14586469926363618,4.0081747540307226e-17,4.970254327066643e-17,0.7133458242275623,0.2635893963869942,-0.2635893963869942,0.5355539076908546,-0.24761863305905224,0.24761863305905224,0.6610316388461874,-0.08437831781317201,0.08437831781317201,False
FALSE POSITIVE,-0.2525709385500534,-1.2263830060511618,Transit,-0.6699950361379473,K2,-0.01963005801304098,-0.11779959754178644,-5.1364984066275925e-18,-7.54540378787927e-18,0.0,0.0,3.8619636444089584e-17,-3.899110305769455e-17,0.0,0.0,0.0,0.0,-2.7807628207229312e-18,-6.364753977408919e-17,3.416589089090744e-17,3.3693356196980916e-17,-2.7807628207229312e-18,-1.1110057611921767e-16,0.0,4.138002579974902e-16,0.0,-2.4275501657824126e-16,1.7598967637923527e-16,0.0,1.0594150887155258e-16,0.0,0.0,0.0,2.3903268498912257e-16,-2.635949834372139e-16,0.0,-0.26942916036826076,0.26768908549459547,0.0,0.0,0.0,0.04293556617664564,0.0,0.0,0.0,4.673458481808985e-16,0.0,0.0,0.0,-4.019053631495401,-0.5678030844559249,0.5789080199705607,0.0,0.0,-2.0666807295563754e-16,-1.6074404084089514e-16,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.0,-1.2913874700702364,0.0,0.9340092337659343,-0.14586469926363618,4.0081747540307226e-17,4.970254327066643e-17,0.7133458242275623,0.2635893963869942,-0.2635893963869942,0.5355539076908546,-0.24761863305905224,0.24761863305905224,0.6610316388461874,-0.08437831781317201,0.08437831781317201,False
FALSE POSITIVE,-0.2525709385500534,-1.2263830060511618,Transit,-0.6699950361379473,K2,-0.01963005801304098,0.032828278241074774,-0.04427552644580308,0.04810424343205292,0.0,0.0,3.8619636444089584e-17,-3.899110305769455e-17,0.0,6.1283282567673165,5.486482658663819,-5.415315266137724,-0.024985884112792303,6.130144072396831,5.431146911151704,-5.363602520504431,-0.024985884112792303,-1.1110057611921767e-16,0.0,4.138002579974902e-16,0.0,-2.4275501657824126e-16,1.7598967637923527e-16,0.0,1.0594150887155258e-16,0.0,0.0,0.0,2.3903268498912257e-16,-2.635949834372139e-16,0.0,-0.26942916036826076,1.3883286842977498,0.5257883973746562,-0.5325799277058777,0.0,0.6934978090049425,1.1827102074230451,-1.6744567036690123,0.0,4.673458481808985e-16,0.0,0.0,0.0,0.0,-2.71697952500315e-16,0.0,0.0,-1.1890783295200364,0.9742791108425928,-0.72771626497931,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.0,-1.2091315011683146,0.0,1.166059737680035,0.6822115961093007,-0.01034596106904738,-0.006360746209469695,0.3158041591813759,0.3483402030310174,-0.3483402030310174,0.06313620648361536,-0.6593984642539183,0.6593984642539183,0.20989871249163083,-0.3342809010868319,0.3342809010868319,False
FALSE POSITIVE,-0.2525709385500534,-1.2263830060511618,Transit,-0.6699950361379473,K2,-0.01963005801304098,0.03282145135030878,-0.04427698380793861,0.048108491116763845,0.0,0.0,3.8619636444089584e-17,-3.899110305769455e-17,0.0,8.378483208438265,5.266571067548156,-9.10018554947647,-0.024985884112792303,8.423288363673926,5.184955721575591,-9.005395794430463,-0.024985884112792303,-1.1110057611921767e-16,0.0,4.138002579974902e-16,0.0,-2.4275501657824126e-16,1.7598967637923527e-16,0.0,1.0594150887155258e-16,0.0,0.0,0.0,2.3903268498912257e-16,-2.635949834372139e-16,0.0,-0.26942916036826076,0.0,0.0,0.0,0.0,2.1094075205991882,1.3575322754851182,-0.8791923647273878,0.0,4.673458481808985e-16,0.0,0.0,0.0,0.0,-2.71697952500315e-16,0.0,0.0,0.0,-2.0666807295563754e-16,-1.6074404084089514e-16,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.0,-1.2091315011683146,0.0,1.166059737680035,0.6822115961093007,-0.01034596106904738,-0.006360746209469695,0.3158041591813759,0.3483402030310174,-0.3483402030310174,0.06313620648361536,-0.6593984642539183,0.6593984642539183,0.20989871249163083,-0.3342809010868319,0.3342809010868319,False
FALSE POSITIVE,-0.2525709385500534,-1.2263830060511618,Transit,-0.6699950361379473,K2,-0.01963005801304098,0.03274685802606107,-5.1364984066275925e-18,-7.54540378787927e-18,0.0,0.0,3.8619636444089584e-17,-3.899110305769455e-17,0.0,0.0,0.0,0.0,-2.7807628207229312e-18,-6.364753977408919e-17,3.416589089090744e-17,3.3693356196980916e-17,-2.7807628207229312e-18,-1.1110057611921767e-16,0.0,4.138002579974902e-16,0.0,-2.4275501657824126e-16,1.7598967637923527e-16,0.0,1.0594150887155258e-16,0.0,0.0,0.0,2.3903268498912257e-16,-2.635949834372139e-16,0.0,-0.26942916036826076,1.2825193341255796,0.1955158181709214,-0.4003300388514728,0.0,1.3781866938592782,0.2367654793459715,-0.3116360639549185,0.0,1.3654082828024974,1.1762812614671152,-1.4462092261113921,0.0,-1.1840423454170808,-1.456639779059983,1.4595369820878432,0.0,-2.1094404053870535,0.19815253307751435,-0.18894098153651198,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.0,-1.2091315011683146,0.0,1.166059737680035,0.6822115961093007,-0.01034596106904738,-0.006360746209469695,0.3158041591813759,0.3483402030310174,-0.3483402030310174,0.06313620648361536,-0.6593984642539183,0.6593984642539183,0.20989871249163083,-0.3342809010868319,0.3342809010868319,False
FALSE POSITIVE,-0.2525709385500534,-1.2263830060511618,Transit,-0.6699950361379473,K2,-0.01963005801304098,-0.11954260687850957,-5.1364984066275925e-18,-7.54540378787927e-18,0.0,0.0,3.8619636444089584e-17,-3.899110305769455e-17,0.0,0.0,0.0,0.0,-2.7807628207229312e-18,-6.364753977408919e-17,3.416589089090744e-17,3.3693356196980916e-17,-2.7807628207229312e-18,-1.1110057611921767e-16,0.0,4.138002579974902e-16,0.0,-2.4275501657824126e-16,1.7598967637923527e-16,0.0,1.0594150887155258e-16,0.0,0.0,0.0,2.3903268498912257e-16,-2.635949834372139e-16,0.0,-0.26942916036826076,1.2249351152797505,0.25343935609457774,-0.5892584515006226,0.0,0.7959260047323172,0.2515379440972167,-0.09638186533358904,0.0,1.2812187392936716,1.3488954369006367,-0.9635190017490771,0.0,-0.3178591469497973,-1.4390196683739995,1.4420795797551218,0.0,-1.2966859390262166,0.2651516595307847,-0.24530302666674206,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.0,-1.2218682848071676,0.0,1.1764278122467924,0.7767338060685944,-0.01939413225130257,0.0036561096925833035,0.3678240740290176,0.023462110895594683,-0.023462110895594683,0.32689663375173156,-0.6593984642539183,0.6593984642539183,0.37649394340740205,-0.3465460585481158,0.3465460585481158,False
FALSE POSITIVE,-0.2525709385500534,-1.2263830060511618,Transit,-0.6699950361379473,K2,-0.01963005801304098,-0.1195416893468936,-0.044277717115552846,0.04811067952392692,0.0,0.0,3.8619636444089584e-17,-3.899110305769455e-17,0.0,0.14714330823862146,-0.13809076964933553,0.12857662704400402,-0.024985884112792303,0.14709568382224816,-0.13823860524615378,0.12875506506167983,-0.024985884112792303,-1.1110057611921767e-16,0.0,4.138002579974902e-16,0.0,-2.4275501657824126e-16,1.7598967637923527e-16,2.508353817798855,1.0594150887155258e-16,0.0,0.0,3.4720569703112973,2.3903268498912257e-16,-2.635949834372139e-16,0.0,-0.26942916036826076,1.2249351152797505,0.41799486155951004,-0.42479781688308416,0.0,0.790037107522732,0.13377779905060397,-0.24298089357408806,0.0,4.673458481808985e-16,0.0,0.0,0.0,0.0,-2.71697952500315e-16,0.0,0.0,-1.2966859390262166,0.3095893997700731,-0.21072828258253815,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.0,-1.2218682848071676,0.0,1.1764278122467924,0.7767338060685944,-0.01939413225130257,0.0036561096925833035,0.3678240740290176,0.023462110895594683,-0.023462110895594683,0.32689663375173156,-0.6593984642539183,0.6593984642539183,0.37649394340740205,-0.3465460585481158,0.3465460585481158,False
FALSE POSITIVE,-0.2525709385500534,-1.2263830060511618,Transit,-0.6699950361379473,K2,-0.01963005801304098,-0.11954107173541918,-0.04427514475571996,0.048103122043289225,0.0,0.0,3.8619636444089584e-17,-3.899110305769455e-17,0.0,-0.11380613870895301,-0.12786026251904378,0.1184928711351098,-0.024985884112792303,-0.11408783275069939,-0.12785014947696732,0.11851028784555484,-0.024985884112792303,-1.1110057611921767e-16,0.0,4.138002579974902e-16,0.0,-2.4275501657824126e-16,1.7598967637923527e-16,0.0,1.0594150887155258e-16,0.0,0.0,0.0,2.3903268498912257e-16,-2.635949834372139e-16,0.0,-0.26942916036826076,0.9293849830854285,0.0,0.0,0.0,-0.15926599456886453,-0.09931829169882729,0.07512484200256174,0.0,4.673458481808985e-16,0.0,0.0,0.0,0.3561198965291255,-2.71697952500315e-16,0.0,0.0,-1.85414390125167,-2.0666807295563754e-16,-1.6074404084089514e-16,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.0,-1.2218682848071676,0.0,1.1764278122467924,0.7767338060685944,-0.01939413225130257,0.0036561096925833035,0.3678240740290176,0.023462110895594683,-0.023462110895594683,0.32689663375173156,-0.6593984642539183,0.6593984642539183,0.37649394340740205,-0.3465460585481158,0.3465460585481158,False
FALSE POSITIVE,-0.2525709385500534,-1.2263830060511618,Transit,-0.6699950361379473,K2,-0.01963005801304098,-0.11954170999651736,-0.0442775274271479,0.04811012222769284,0.0,0.0,3.8619636444089584e-17,-3.899110305769455e-17,0.0,1.6280183534254216,4.167013111969844,-4.114772813194637,-0.024985884112792303,1.6585127044064951,4.200190963271131,-4.149671429195754,-0.024985884112792303,-1.1110057611921767e-16,0.0,4.138002579974902e-16,0.0,-2.4275501657824126e-16,1.7598967637923527e-16,0.0,1.0594150887155258e-16,0.0,0.0,0.0,2.3903268498912257e-16,-2.635949834372139e-16,0.0,-0.26942916036826076,0.6554604703199591,-0.5660857800632477,0.5591785224387993,0.0,1.2244639508527848,0.3668738898000353,-0.5610866291507379,0.0,4.673458481808985e-16,0.0,0.0,0.0,0.0,-2.71697952500315e-16,0.0,0.0,-2.1689416052046435,-0.29154123779665475,0.2568241863296833,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.0,-1.2218682848071676,0.0,1.1764278122467924,0.7767338060685944,-0.01939413225130257,0.0036561096925833035,0.3678240740290176,0.023462110895594683,-0.023462110895594683,0.32689663375173156,-0.6593984642539183,0.6593984642539183,0.37649394340740205,-0.3465460585481158,0.3465460585481158,False
FALSE POSITIVE,-0.2525709385500534,-1.2263830060511618,Transit,-0.6699950361379473,K2,-0.01963005801304098,0.057262101997753244,-0.04427379149087982,0.0480991462103998,0.0,0.0,3.8619636444089584e-17,-3.899110305769455e-17,0.0,20.447496131036985,14.502857894405981,-14.302355361248816,-0.024985884112792303,20.462295892878675,14.540220925467954,-14.346692596188644,-0.024985884112792303,-1.1110057611921767e-16,0.0,4.138002579974902e-16,0.0,-2.4275501657824126e-16,1.7598967637923527e-16,0.0,1.0594150887155258e-16,0.0,0.0,0.0,2.3903268498912257e-16,-2.635949834372139e-16,0.0,-0.26942916036826076,-0.19875149711972798,0.3399374735554385,-0.34674870214933695,0.0,4.699878697493206,15.343297720450996,-20.99938013995049,0.0,4.673458481808985e-16,0.0,0.0,0.0,0.0,-2.71697952500315e-16,0.0,0.0,-5.223809464691939,7.526760915563401,-5.8241609541082155,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.0,-1.3182982977377193,0.0,1.2124784579965937,0.2793503850760721,-0.10211382191251804,0.10231374631447941,0.5545481894294986,0.023462110895594683,-0.023462110895594683,0.4517971146307837,-0.5221385205222964,0.5221385205222964,0.5678054995436633,-0.26605596270844006,0.26605596270844006,False
FALSE POSITIVE,-0.2525709385500534,-1.2263830060511618,Transit,-0.1978545211895591,K2,-0.01963005801304098,-0.12179172428927879,-5.1364984066275925e-18,-7.54540378787927e-18,0.0,0.0,3.8619636444089584e-17,-3.899110305769455e-17,0.0,0.0,0.0,0.0,-2.7807628207229312e-18,-6.364753977408919e-17,3.416589089090744e-17,3.3693356196980916e-17,-2.7807628207229312e-18,-1.1110057611921767e-16,0.0,4.138002579974902e-16,0.0,-2.4275501657824126e-16,1.7598967637923527e-16,0.0,1.0594150887155258e-16,0.0,0.0,0.0,2.3903268498912257e-16,-2.635949834372139e-16,0.0,-0.26942916036826076,-2.4141760652755413,0.42511914697257996,-0.43192134719608477,0.0,-1.2295714534226585,-0.35329979217940766,0.42173285148687945,0.0,-2.8279213381937955,-0.6759125556812569,0.721920599678492,0.0,0.0,-2.71697952500315e-16,0.0,0.0,2.572754232717983,-0.7882640346067971,0.6431694422521712,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.0,-1.2520903936249246,0.0,1.2517847974121508,-0.8283105598205003,-0.23031805887844659,0.2568839056991479,1.8501178581612845,0.7085311312681166,-0.7085311312681166,0.0690138761720407,-0.6593984642539183,0.6593984642539183,1.2697011429410445,0.08426759727948195,-0.08426759727948195,False
FALSE POSITIVE,-0.2525709385500534,-1.2263830060511618,Transit,-0.6699950361379473,K2,-0.01963005801304098,-0.11904309667212953,-0.0442756768085631,0.04810468519126285,0.0,0.0,3.8619636444089584e-17,-3.899110305769455e-17,0.0,0.18996477976662496,0.006285808061510348,-0.013728944914104039,-0.024985884112792303,0.18975378584351574,0.005093092894134677,-0.012594270015782293,-0.024985884112792303,-1.1110057611921767e-16,0.0,4.138002579974902e-16,0.0,-2.4275501657824126e-16,1.7598967637923527e-16,0.0,1.0594150887155258e-16,0.0,0.0,0.0,2.3903268498912257e-16,-2.635949834372139e-16,0.0,-0.26942916036826076,1.2297408084861623,0.0,0.0,0.0,-0.06272669605107514,0.19205182173796184,-0.32250732746825056,0.0,4.673458481808985e-16,0.0,0.0,0.0,0.10321969259707196,-2.71697952500315e-16,0.0,0.0,-6.465265198590985,-2.0666807295563754e-16,-1.6074404084089514e-16,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.0,-1.261118784768328,0.0,1.3864485118311742,2.603002399545266,2.552745961461446,-2.6122262230974598,-0.8308242796708462,-0.21666517459580464,0.21666517459580464,-0.32846353650776566,0.02690125440419137,-0.02690125440419137,-0.7476189254797881,0.29737470816929,-0.29737470816929,False
FALSE POSITIVE,-0.2525709385500534,-1.2263830060511618,Transit,-0.1978545211895591,K2,-0.01963005801304098,-0.1095865451517152,-5.1364984066275925e-18,-7.54540378787927e-18,0.0,0.0,3.8619636444089584e-17,-3.899110305769455e-17,0.0,0.0,0.0,0.0,-2.7807628207229312e-18,-6.364753977408919e-17,3.416589089090744e-17,3.3693356196980916e-17,-2.7807628207229312e-18,-1.1110057611921767e-16,0.0,4.138002579974902e-16,0.0,-2.4275501657824126e-16,1.7598967637923527e-16,0.0,1.0594150887155258e-16,0.0,0.0,0.0,2.3903268498912257e-16,-2.635949834372139e-16,0.0,-0.26942916036826076,5.839602016736626,1.8955097059222905,-3.4759142514895376,0.0,2.1635499771845823,0.09892410608129526,0.002938697956830513,0.0,7.132392013157059,5.599292072120361,-1.859932695875324,0.0,0.0,-2.71697952500315e-16,0.0,0.0,-1.5337153087913715,-0.3398657911064707,-0.17587555060619967,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.0,-1.303409046851689,0.0,1.5259360593754403,-0.511123812378055,-0.19144476882161574,0.20992499715050114,-3.335993863123051,-0.633356640595586,0.633356640595586,-2.8323508237772366,0.16416119813581342,-0.16416119813581342,-3.461525426662048,-0.07594602205853927,0.07594602205853927,False
FALSE POSITIVE,-0.2525709385500534,-1.2263830060511618,Transit,-0.1978545211895591,K2,-0.01963005801304098,-0.08087355617933674,-5.1364984066275925e-18,-7.54540378787927e-18,0.0,0.0,3.8619636444089584e-17,-3.899110305769455e-17,0.0,0.0,0.0,0.0,-2.7807628207229312e-18,-6.364753977408919e-17,3.416589089090744e-17,3.3693356196980916e-17,-2.7807628207229312e-18,-1.1110057611921767e-16,0.0,4.138002579974902e-16,0.0,-2.4275501657824126e-16,1.7598967637923527e-16,0.0,1.0594150887155258e-16,0.0,0.0,0.0,2.3903268498912257e-16,-2.635949834372139e-16,0.0,-0.26942916036826076,-0.18470685872399015,0.509681317310324,-0.1688927333562644,0.0,-0.4396981758682653,-0.09618314927824746,-0.029174076049632344,0.0,-0.17105088623357198,0.308472650942298,-0.40363224693239363,0.0,0.4275642041399306,-1.456639779059983,1.4595369820878432,0.0,0.8591906182990435,0.15764628192105842,-0.5479275957414488,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,0.0,-1.2976027894993682,0.0,1.5378850179979988,-0.5291711411153684,-0.2164682646847603,0.23994758481224093,-0.39933277546093615,-0.301415981239828,0.301415981239828,-0.4989159574721201,-0.79665840798554,0.79665840798554,-0.3964311394585685,0.2322160591562192,-0.2322160591562192,False
